,baseObject,fromUuid,memoryAddress,name,pInfo,pageNumber,pid,ppid,properties,sequence,source,startTimestampMicros,threadId,timestamp,timestampMicros,toUuid,type,url,uuid,version
216,,,,read,,,,,,109.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
217,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
218,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
219,,,,read,,,,,,109.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
220,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
221,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
222,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
223,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
224,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
225,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
226,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.4020671957e+14,,,0.0,,,,,,,,,,,,,2e+15,
227,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
228,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
229,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
230,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.4020671957e+14,,,0.0,,,,,,,,,,,,,2e+15,
231,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
232,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
233,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
234,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libnss_files.so.2""",3e+15,1.0
235,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
236,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libnss_files.so.2""",3e+15,1.0
237,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
238,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
239,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
240,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
241,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.40206706946e+14,,,0.0,,,,,,,,,,,,,2e+15,
242,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
243,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
244,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
245,,,,mmap(read),,,,,,111.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
246,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libnss_files.so.2""",3e+15,1.0
247,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
248,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libnss_files.so.2""",3e+15,1.0
249,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
250,,,,read,,,,,,113.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
251,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
252,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
253,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.40206709084e+14,,,0.0,,,,,,,,,,,,,2e+15,
254,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
255,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
256,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
257,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
258,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/etc/services""",3e+15,1.0
259,,,,read,,,,,,115.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
260,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
261,,,,read,,,,,,117.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
262,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
263,,,,read,,,,,,119.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
264,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
265,,,,read,,,,,,121.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
266,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
267,,,,read,,,,,,123.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
268,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
269,,,,read,,,,,,125.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
270,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
271,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
272,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
273,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
274,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
275,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
276,,,,read,,,,,,125.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
277,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
278,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
279,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
280,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
281,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
282,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
283,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
284,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
285,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
286,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
287,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
288,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
289,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
290,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
291,,,,read,,,,,,125.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
292,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
293,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
294,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
295,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
296,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
297,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
298,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
299,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
300,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
301,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
302,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
303,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
304,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
305,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
306,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
307,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
308,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
309,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
310,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
311,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
312,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
313,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
314,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
315,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
316,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
317,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
318,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
319,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
320,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
321,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
322,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
323,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
324,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
325,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
326,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
327,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
328,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
329,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
330,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
331,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
332,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
333,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
334,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
335,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
336,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
337,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
338,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
339,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
340,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
341,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
342,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
343,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
344,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
345,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
346,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
347,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
348,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
349,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
350,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
351,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
352,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
353,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
354,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
355,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
356,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
357,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
358,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
359,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
360,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
361,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
362,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
363,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
364,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""screengrab""",3e+15,1.0
365,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
366,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
367,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
368,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
369,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
370,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
371,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
372,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
373,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
374,,9e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
375,,,,,"client.sh,1450,ffff880009dbce80",,1450.0,1448.0,,,SOURCE_LINUX_AUDIT_TRACE,-1.0,,,,,SUBJECT_PROCESS,,1e+15,
376,,,,execve,,,,,,127.0,SOURCE_LINUX_AUDIT_TRACE,,1450.0,,-1.0,,EVENT_ACCEPT,,4e+15,
377,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
378,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
379,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
380,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,chmod,3e+15,1.0
381,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
382,,,,,"chmod,1450,ffff880009dbce80",,1450.0,1448.0,,,SOURCE_LINUX_AUDIT_TRACE,-1.0,,,,,SUBJECT_PROCESS,,1e+15,
383,,,,mmap(read),,,,,,129.0,SOURCE_LINUX_AUDIT_TRACE,,1450.0,,-1.0,,EVENT_ACCEPT,,4e+15,
384,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
385,,,,mmap(read/write),,,,,,131.0,SOURCE_LINUX_AUDIT_TRACE,,1450.0,,-1.0,,EVENT_ACCEPT,,4e+15,
386,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
387,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
388,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
389,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
390,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
391,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
392,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.40242888954e+14,,,0.0,,,,,,,,,,,,,2e+15,
393,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
394,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
395,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
396,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
397,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
398,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.40242882843e+14,,,0.0,,,,,,,,,,,,,2e+15,
399,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
400,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
401,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
402,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libc.so.6""",3e+15,1.0
403,,,,mmap(read),,,,,,133.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
404,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
405,,,,mmap(read),,,,,,133.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
406,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
407,,,,read,,,,,,135.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
408,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
409,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
410,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.4024288675e+14,,,0.0,,,,,,,,,,,,,2e+15,
411,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
412,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
413,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
414,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
415,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,0x7f8cd74f2250,3e+15,1.0
416,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
417,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.40242887332e+14,,,0.0,,,,,,,,,,,,,2e+15,
418,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
419,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
420,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
421,,,,,"client.sh,1451,ffff880009dbd850",,1451.0,1448.0,,,SOURCE_LINUX_AUDIT_TRACE,-1.0,,,,,SUBJECT_PROCESS,,1e+15,
422,,,,execve,,,,,,137.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
423,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
424,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
425,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
426,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,screengrab,3e+15,1.0
427,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
428,,,,recvfrom,,,,,,139.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
429,,,,,"screengrab,1451,ffff880009dbd850",,1451.0,1448.0,,,SOURCE_LINUX_AUDIT_TRACE,-1.0,,,,,SUBJECT_PROCESS,,1e+15,
430,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
431,,,,recvfrom,,,,,,141.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
432,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
433,,,,recvfrom,,,,,,143.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
434,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
435,,,,recvfrom,,,,,,145.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
436,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
437,,,,read,,,,,,147.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
438,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
439,,,,read,,,,,,149.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
440,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
441,,,,mmap(read/write),,,,,,151.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
442,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
443,,,,mmap(read),,,,,,153.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
444,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
